,Title,Application_date,Place_of_work,Company,Url,Description,Date_of_announcement,Region,Site
6255,SKUPINOVODJA - M/Ž,24. 02. 2021,SEVNICA,PREIS SEVNICA PROIZVODNJA IN TRGOVINA D.O.O.,https://www.iskanjedela.si/search-jobs?jobId=2652308&RECENCY=3DAYSAGO&STATE=Posavska,"-NEPOSREDNO ORGANIZIRA IN VODI DELO V MANJŠI SKUPINI (DO 7 DELAVCEV), IZVAJANJE NAJZAHTEVNEJŠIH DEL PO TEHNIČNI DOKUMENTACIJI, -USPOSABLJANJE NOVOZAPOSLENIH - MENTORSTVO. ",09.02.2021,Posavska,iskanjedela.si
6256,Delo v klicnem centru,/,Ljubljana,PORTATOR d.o.o. (PE: EnchPro),https://www.zaposlitev.info/delo/trznik-za-telekomunikacijsko-optimizacijo-3/,"        Iščemo komunikativne, pozitivno naravnane, odgovorne in zanesljive sodelavce za delo v telefonskem studiu. Si želite delati v prijetnem delovnem okolju? Pridružite se sproščenemu kolektivu v Ljubljani. Nudimo vam možnost odličnega zaslužka i",09.2.2021,Osrednjeslovenska,zaposlitev.info
6257,SERVISER BAZENSKE TEHNIKE - M/Ž,14. 02. 2021,MARIBOR,"EMA DRUŽBA ZA INŽENIRING, TRGOVINO IN STORITVE D.O.O.",https://www.iskanjedela.si/search-jobs?jobId=2651573&RECENCY=3DAYSAGO&STATE=Podravska,"PRIUČITEV NA PODJETJU ZA SERVISERJA BAZENSKE TEHNIKE OBSEGA: SPREJEMA KLICE OBSTOJEČIH STRANK IN STRANK, KI ŽELIJO IMETI OPRAVLJEN SERVIS, ZAGON IN PREZIMOVANJE, IZVAJANJE SERVISOV IN ZAGONOV BAZENA IN BAZENSKE TEHNIKE V SLOVENIJI IN NA HRVAŠKEM, ...",04.02.2021,Podravska,iskanjedela.si
6258,Skupinovodja v DE Asfalterstvo (m/ž),/,delo na terenu - pretežno vzhodna Slovenija,Pomgrad d.d.,https://www.mojedelo.com/skupinovodja-v-de-asfalterstvo-mz/d-515126,"Kaj pričakujemo: srednje ali nižje poklicno izobraževanje gradbene ali druge tehnične smeri, delovne izkušnje na podobnih delih, sposobnost timskega dela, sposobnost vodenja sodelavcev in reševanje konfliktnih situacij, sposobnost hitrega reagira...",18.02.2021,Pomurska,mojedelo.com
6259,Poslovodja m/ž Idrija,/,Idrija,Engrotuš d.o.o.,https://www.mojedelo.com/poslovodja-mz-idrija/d-516881,"Pričakujemo: najmanj V. stopnjo izobrazbe, najmanj 2 leti delovnih izkušenj na področju trgovine in vodenja ljudi, vozniški izpit B kategorije, znanje slovenskega jezika...",18.02.2021,Goriška,mojedelo.com
6260,KNJIGOVODJA - M/Ž,20. 02. 2021,MARIBOR,ELESPROM INŽENIRING popravila strojev in naprav d.o.o.,https://www.iskanjedela.si/search-jobs?jobId=2652779&RECENCY=3DAYSAGO&STATE=Podravska,"DELO Z SAOP PROGRAMOM, KNJIŽENJE,.. ",10.02.2021,Podravska,iskanjedela.si
6261,ELEKTRIKAR-ELEKTROMONTER TUJINA-NEMČIJA,/,NEMČIJA,ELEKTRO T.A.K. D.O.O.,https://www.zaposlitev.info/delo/elektrikar-elektromonter-tujina-nemcija-3/,"        Montaža in vzdrževanje novih in obstoječih objektov. Polaganje električnih kablov, vezava elektro omaric...",05.2.2021,Zasavska,zaposlitev.info
6262,VZDRŽEVALEC - M/Ž,29. 01. 2021,SEŽANA,"MITOL, tovarna lepil, d.o.o., Sežana",https://www.iskanjedela.si/search-jobs?jobId=2637787&STATE=Obalno-kra%C5%A1ka,"OPRAVLJANJE VZDRŽEVALNIH DEL, IZVAJANJE PREVENTIVNEGA VZDRŽEVANJA, PRIPRAVA STROJEV, IZVAJANJE OSNOVNIH KLJUČAVNIČARSKIH DEL, KONTROLA IN VZDRŽEVANJE TOK, SHRANJEVANJE REZERVNIH DELOV IN POMOŽNEGA MATERIALA ZA VZDRŽEVANJA, VODENJE EVIDENC. ",22.01.2021,Obalno-kraška,iskanjedela.si
6263,KUHAR IN PIZZOPEK - M/Ž,17. 02. 2021,CELJE,"GOSTILNA PUNCER, RENATA REBERNIK s.p.",https://www.iskanjedela.si/search-jobs?jobId=2652728&RECENCY=3DAYSAGO&STATE=Savinjska,"PRIPRAVA HRANE IN KUHANJE, PEKA PIZZ ",10.02.2021,Savinjska,iskanjedela.si
6264,ELEKTRIČAR - M/Ž,04. 02. 2021,PTUJ,"LVS Group, elektromontaža in storitve, d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2646998&STATE=Podravska,MONTAŽA ELEKTRIČNIH NAPELJAV IN NAPRAV. OBVEZNE IZKUŠNJE. ,21.01.2021,Podravska,iskanjedela.si
6265,ZIDAR - M/Ž,11. 02. 2021,VELENJE,KOREKTBAU gradbene storitve d.o.o.,https://www.iskanjedela.si/search-jobs?jobId=2651999&RECENCY=3DAYSAGO&STATE=Savinjska,ZIDARSKA DELA ,05.02.2021,Savinjska,iskanjedela.si
6266,VZGOJITELJ PREDŠOLSKIH OTROK - POMOČNIK VZGOJITELJA. - M/Ž,28. 01. 2021,NOVO MESTO,OSNOVNA ŠOLA ŽUŽEMBERK,https://www.iskanjedela.si/search-jobs?jobId=2647758&STATE=Jugovzhodna%20Slovenija,VZGOJITELJ PREDŠOLSKIH OTROK - POMOČNIK VZGOJITELJA. ,25.01.2021,Jugovzhodna Slovenija,iskanjedela.si
6267,Kontrolor opreme pod tlakom  (m/ž),05.03.2021,Celje,"SIMES SERVIS IN MONTAŽA ENERGETSKIH SISTEMOV, D.O.O.",https://www.deloglasnik.si/Zaposlitev/279421/Kontrolor-opreme-pod-tlakom-mz/,  Preizkusi in pregledi opreme pod tlakom in skladišč nevarnih tekočin v delavnici in na terenu.,03.02.2021,Savinjska,deloglasnik.si
6268,Proizvodni delavec - nastavljalec (Črnomelj),/,Črnomelj,POLYCOM Škofja Loka d.o.o.,https://www.mojedelo.com/proizvodni-delavec-nastavljalec-crnomelj/d-516119,"V podjetju Polycom Škofja Loka, na lokaciji Črnomelj, zaposlimo osebo na delovnem mestu proizvodni delavec - nastavljalec. Če imate izkušnje za delo na strojih za brizganje plastike in ste pripravljeni na nove izzive, nas kontaktirajte (kadri@poly...",12.2.2021,Jugovzhodna Slovenija,mojedelo.com
6269,Sestavljavec m/ž,/,Nazarje,HSG KARIERA,https://www.mojedelo.com/sestavljavec-mz/d-516212,"Za našega naročnika, vodilno podjetje na področju malih gospodinjskih aparatov - BSH, iščemo kandidata za delo v proizvodnji. Če vam ustreza delo v treh izmenah, vas vabimo, da se prijavite z vašim življenjepisom.",12.2.2021,Savinjska,mojedelo.com
6270,SREDNJA MEDICINSKA SESTRA V AMBULANTI - M/Ž,10. 02. 2021,NOVO MESTO,ZDRAVSTVENI DOM NOVO MESTO,https://www.iskanjedela.si/search-jobs?jobId=2651603&RECENCY=3DAYSAGO&STATE=Jugovzhodna%20Slovenija,"SODELOVANJE V TIMU ZDRAVNIKA PRI IZVAJANJU OSNOVNE ZDRAVSTVENE DEJAVNOSTI, SPREJEMANJE TELEFONSKIH KLICEV, NAROČANJE PACIENTOV, PRIPRAVA PACIENTOV NA PREGLED IN MEDICINSKO TEHNIČNE POSEGE, IZVAJANJE ZDRAVSTVENE NEGE V SKLADU S STROKOVNO USPOSOBLJE...",04.02.2021,Jugovzhodna Slovenija,iskanjedela.si
6271,DELOVODJA - M/Ž,18. 02. 2021,NOVA GORICA,"Surovina d.o.o.; Surovina d.o.o., PE NOVA GORICA",https://www.iskanjedela.si/search-jobs?jobId=2642416&RECENCY=3DAYSAGO&STATE=Gori%C5%A1ka,-NA POSAMEZNI POSLOVNI ENOTI ALI NA POSAMEZNEM PODROČJU DEJAVNOSTI VODI PROCES ZBIRANJA IN PREDELAVE ODPADKOV -V SKLADU S POOBLASTILI VODJE POSLOVNEGA PODROČJA KUPUJE IN PRODAJA MATERIAL -OPRAVLJA DELA NA BLAGAJNI -ODREJA DELO IN RAZPOREJA DELAVCE...,11.02.2021,Goriška,iskanjedela.si
6272,E018021 ZDRAVNIK SPECIALIST PPD3 - M/Ž,17. 02. 2021,LJUBLJANA,ZDRAVSTVENI DOM LJUBLJANA,https://www.iskanjedela.si/search-jobs?jobId=2652125&RECENCY=3DAYSAGO&STATE=Osrednjeslovenska,- IZVAJANJE ZDRAVNIŠKE SLUŽBE V ZDRAVSTVENI DEJAVNOSTI V SKLADU S SPECIALISTIČNO STROKOVNO USPOSOBLJENOSTJO - IZVAJANJE URGENTNE SLUŽBE ,09.02.2021,Osrednjeslovenska,iskanjedela.si
6273,"INŽENIR LABORATORIJSKE BIOMEDICINE, V OE SPLOŠNO ZDRAVSTVENO VARSTVO, SLUŽBA ZA LABORATORIJSKO DIAGNOSTIKO - M/Ž",24. 02. 2021,MARIBOR,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,https://www.iskanjedela.si/search-jobs?jobId=2656279&RECENCY=TODAY&STATE=Podravska,"DAJANJE NAVODIL ZA PRAVILEN ODVZEM BIOLOŠKEGA MATERIALA, ODVZEM BIOLOŠKEGA MATERIALA, ZBIRANJE, SORTIRANJE, EVIDENTIRANJE, KONZERVIRANJE, SHRANJEVANJE RAZLIČNEGA BIOLOŠKEGA MATERIALA, IZVAJANJE SISTEMA KAKOVOSTI DELA (VKLJUČNO Z DNEVNIM UMERJANJEM...",19.02.2021,Podravska,iskanjedela.si
6274,Zdravnik specialist interne medicine - gastroenterolog,/,Rogaška Slatina,ZDRAVILIŠČE ROGAŠKA ZDRAVSTVO D.O.O.,https://www.mojedelo.com/zdravnik-specialist-interne-medicine-gastroenterolog/d-513949,"Opis del in nalog: opravljanje del in nalog zdravnika specialista interne medicine-gastroenterologa, opravljanje gastroenteroloških specialističnih pregledov v ambulanti in diagnostičnih preiskav, opravljanje endoskopskih preiskav, ambulantno spre...",1.2.2021,Podravska,mojedelo.com
6275,VODJA ELEKTROINŠTALACIJ - M/Ž,20. 03. 2021,LENDAVA,"RESORT NATURA, podjetje za izvedbo inštalacij, d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2634461&RECENCY=TODAY&STATE=Pomurska,"- VODENJE ELEKTROINŠTALACIJSKIH DEL - VODENJE SKUPIN - VODENJE PROJEKTOV - PRIPRAVA KALKULACIJ - DELO NA TERENU V SLOVENIJI IN TUJINI , ZAŽELJENE SO IZKUŠNJE DELA NA TERENU (GRADBIŠČA). ",18.02.2021,Pomurska,iskanjedela.si
6276,KLJUČAVNIČAR NA STROJU - M/Ž,05. 03. 2021,MARIBOR,BR proizvodne storitve d.o.o.,https://www.iskanjedela.si/search-jobs?jobId=2457805&RECENCY=TODAY&STATE=Podravska,"DELO V ODDELKU STROJNE OBDELAVE. OPRAVLJANJE NAJZAHTEVNEJŠIH KLJUČAVNIČARSKIH DEL. OBLIKOVANJE MATERIALA. DELO SE IZVAJA NA STROJIH ZA RAZREZ PLOČEVINE, ""ŠTANCAH"", UPOGIBNIH STOJIH, CNC STROJIH, LASARJU, PREBIJALNIKU. POZNAVANJE STROJNE DOKUMENTAC...",18.02.2021,Podravska,iskanjedela.si
6277,"DIP. MED.SESTRA, VODJA TIMA - M/Ž",19. 02. 2021,LJUBLJANA,"DEOS, celostna oskrba starostnikov, d.o.o., PE Center starejših Črnuče",https://www.iskanjedela.si/search-jobs?jobId=2652341&RECENCY=3DAYSAGO&STATE=Osrednjeslovenska,"-VODENJE IN ORGANIZIRANJE ZDRAVSTVENE NEGE NA VSEH NIVOJIH , -UGOTAVLJANJE IN PREPOZNAVANJE POTREB PO ZDRAVSTVENI NEGI PRI UPORABNIKIH, POSTAVLJANJE CILJEV, IZDELAVA NAČRTA, NADZOR IN IZVAJANJE NAČRTOVANIH NALOG V ZDRAVSTVENI NEGI IN PATRONAŽI IN ...",09.02.2021,Osrednjeslovenska,iskanjedela.si
6278,Delavec v proizvodnji m/ž,28.2.2021,Koroška,Kariera d.o.o.,https://www.optius.com/iskalci/prosta-delovna-mesta/delavec-v-proizvodnji-mz-754694-754694/,/,12.2.2021,Koroška,optius.com
6279,Monter na terenu (m/ž),/,Ljubljana,ADECCO H.R. d.o.o.,https://www.mojedelo.com/monter-na-terenu-mz/d-516778,"Adecco H.R. d.o.o., vodilno mednarodno podjetje na področju upravljanja s človeškimi viri za svojega naročnika išče novega sodelavca/ko.",18.02.2021,Osrednjeslovenska,mojedelo.com
6280,Komisionar v logističnem centru (m/ž),/,Ljubljana - BTC,"Atama agencija za zaposlovanje, d.o.o.",https://www.mojedelo.com/komisionar-v-logisticnem-centru-mz/d-516577,"Si hiter, natančen in iščeš delo za dlje časa? Si navajen fizičnega dela v skladišču? Potem ne odlašaj s prijavo za službo, kjer imaš možnost visokega plačila, saj je delo normirano! Urnik pa poteka v dveh izmenah od ponedeljka do petka.  ",16.2.2021,Osrednjeslovenska,mojedelo.com
6281,NATAKAR V KAVARNI CACAO - M/Ž,20. 03. 2021,LJUBLJANA,GDA PODJETJE ZA GOSTINSTVO IN TRGOVINO D.O.O.,https://www.iskanjedela.si/search-jobs?jobId=2655837&RECENCY=TODAY&STATE=Osrednjeslovenska,"NATAKRSKE DELA, STREŽBA, DELO ZA ŠANKOM ",18.02.2021,Osrednjeslovenska,iskanjedela.si
6282,Delavec v proizvodnji (m/ž),/,Naklo,Orodjarstvo Knific d.o.o.,https://www.mojedelo.com/delavec-v-proizvodnji-mz/d-516711,Pakiranje plastičnih delov v predpisano embalažo. Delo za nedoločen čas.,17.2.2021,Gorenjska,mojedelo.com
6283,"PREDSTOJNIK KLINIČNEGA ODDELKA ZA PLASTIČNO, REKOSTRUKCIJSKO, ESTETSKO KIRURGIJO IN OPEKLINE, KIRURŠKA KLINIKA, SISTEMIZIRANO DELOVNO MESTO VIŠJI ZDRAVNIK SPECIALIST PPD1, ŠIFRA DELOVNEGA MESTA: E018023 - M/Ž",18. 02. 2021,LJUBLJANA,UNIVERZITETNI KLINIČNI CENTER LJUBLJANA,https://www.iskanjedela.si/search-jobs?jobId=2652513&RECENCY=3DAYSAGO&STATE=Osrednjeslovenska,"PREDSTAVLJA ORGANIZACIJSKO ENOTO, PLANIRA, ORGANIZIRA, KOORDINIRA IN NADZIRA DELO NA ORGANIZACIJSKI ENOTI, SKRBI ZA RAZVOJ DEJAVNOSTI V SKLADU Z NAPREDKOM STROKE IN PREDLAGA UVEDBO NOVIH DEJAVNOSTI, JE POOBLAŠČEN ZA RAZPOLAGANJE S SREDSTVI ORGANIZ...",10.02.2021,Osrednjeslovenska,iskanjedela.si
6284,Eletromonter (m/ž),04.03.2021,Maribor,"DMB, elektro instalacije, avtomatizacija in gradbene storitve, d.o.o.",https://www.deloglasnik.si/Zaposlitev/279311/Eletromonter-mz/,"  Montaža industrijskih naprav in napeljav v avtoindustriji.  Delo je na terenu, v EU.",02.02.2021,Podravska,deloglasnik.si
6285,AVTOMEHANIK - M/Ž,29. 01. 2021,KAMNIK,KOMUNALNO PODJETJE KAMNIK d.o.o.,https://www.iskanjedela.si/search-jobs?jobId=2646686&STATE=Osrednjeslovenska,DELA V AVTOMEHANIČNI DELAVNICI ,21.01.2021,Osrednjeslovenska,iskanjedela.si
6286,IT Support / Help Desk specialist (m/ž),27.02.2021,Ljubljana,TRESCON D.O.O.,https://www.deloglasnik.si/Zaposlitev/279117/IT-Support-Help-Desk-specialist-mz/,"  Išče se:   IT Support / Help Desk specialist (m/ž) – svoboden, kot da si privat, a si del ekipe.  Naloge bodo na različnih delovnih mestih v podpori pri različnih dolgoročnih strankah različne, v splošnem pa bode vsebovale kombinacijo sledečih p...",28.01.2021,Osrednjeslovenska,deloglasnik.si
6287,Senior JAVA razvijalec (m/ž),/,Ljubljana,Inštitut za poslovno-izobraževalne rešitve,https://www.mojedelo.com/senior-java-razvijalec-mz/d-514878,"Veliko IT podjetje iz Ljubljane, ki sodeluje z najboljšimi svetovnimi IT strokovnjaki z različnih področij in je med najbolj inovativnimi v svojem okolju ter razvija tehnološko in oblikovno dovršene produkte, išče SENIOR JAVA razvijalce, ki se bod...",29.1.2021,Osrednjeslovenska,mojedelo.com
6288,Vrtnar - prodajalec m/ž,/,Radovljica in Dorfarje (Gorenjska),"VRTNARSTVO ANTOLIN, d.o.o. ",https://www.mojedelo.com/vrtnar-prodajalec-mz/d-516742,"Medse sprejmemo dva nova sodelavca za delovno mesto: Vrtnar - prodajalec m/ž Delo v vrtnarski proizvodnji in delo s strankami.  Opis delovnih nalog: • svetovanje strankam, • skrb za urejenost prodajnega prostora, delo na blagajni, • sajenje, ...",18.02.2021,Gorenjska,mojedelo.com
6289,ASFALTER - M/Ž,11. 02. 2021,LJUBLJANA,"KMG GRADBENIŠTO, gradbeništvo in druge storitve, d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2651897&RECENCY=3DAYSAGO&STATE=Osrednjeslovenska,ASFALTIRANJE ,05.02.2021,Osrednjeslovenska,iskanjedela.si
6290,Tesar (m/ž),04.03.2021,Šmarje pri Jelšah,"F.B.G., gradbena dela, d.o.o.",https://www.deloglasnik.si/Zaposlitev/279295/Tesar-mz/,  Opaževanje.  Število delovnih mest: 5,02.02.2021,Savinjska,deloglasnik.si
6291,Bolničar negovalec II- m/ž,/,"Ljubljana, Trnovo","DEOS, celostna oskrba starostnikov, d.o.o.",https://www.mojedelo.com/bolnicar-negovalec-ii-mz/d-516702,"Opis: sodelovanje pri izvajanju osnovne oskrbe in zdravstvene nege po standardih stroke opazovanje oskrbovanca, izvajanje osnovne nege (umivanje, kopanje, pomoč pri oblačenju, pomoč pri gibanju in transfer, spremstvo in podobno), urejanje stanoval...",17.2.2021,Osrednjeslovenska,mojedelo.com
6292,Vodja oddelka proizvodni inženiring (m/ž),/,Velenje,ADECCO H.R. d.o.o.,https://www.mojedelo.com/vodja-oddelka-proizvodni-inzeniring-mz/d-515253,"Adecco H.R. d.o.o., vodilno mednarodno podjetje na področju upravljanja s človeškimi viri za svojega naročnika išče novega sodelavca/ko.",3.2.2021,Savinjska,mojedelo.com
6293,Monter pohištva (m/ž),/,Ljubljana,ADECCO H.R. d.o.o.,https://www.mojedelo.com/monter-pohistva-mz/d-514789,"Adecco H.R. d.o.o., vodilno mednarodno podjetje na področju upravljanja s človeškimi viri za svojega naročnika išče novega sodelavca/ko.",1.2.2021,Osrednjeslovenska,mojedelo.com
6294,UČITELJ NEMŠČINE - M/Ž,27. 01. 2021,GORNJA RADGONA,SREDNJA ŠOLA ZA GOSTINSTVO IN TURIZEM RADENCI,https://www.iskanjedela.si/search-jobs?jobId=2647297&STATE=Pomurska,UČITELJ NEMŠČINE NA SREDNJI ŠOLI ,22.01.2021,Pomurska,iskanjedela.si
6295,Avtomehanik - mehanik tovornih vozil (m/ž),13.3.2021,Mengeš,"Klemen transport, Klemen Piškur s.p.",https://www.optius.com/iskalci/prosta-delovna-mesta/avtomehanik-mehanik-tovornih-vozil-mz-754516-754516/,Iščemo novega sodelavca na delovnem mestu: AVTOMEHANIK - MEHANIK TOVORNIH VOZIL,11.2.2021,Osrednjeslovenska,optius.com
6296,Serviser težke gradbene mehanizacije na področju Štajerske in Pomurja – terensko delo,/,Štajerska in Pomurje,Balavto d.o.o.,https://www.mojedelo.com/serviser-tezke-gradbene-mehanizacije-na-podrocju-stajerske-in-pomurja-terensko-delo/d-514872,"Pričakujemo: najmanj IV. stopnjo izobrazbe iz smeri: mehanik, mehatronik, elektrikar, strojni tehnik, poznavanje dela z računalnikom, znanje angleškega jezika...",1.2.2021,Pomurska,mojedelo.com
6297,Tehični nabavnik- koordinator m/ž,16.3.2021,Celje,"Trgotur, d.o.o.",https://www.optius.com/iskalci/prosta-delovna-mesta/tehicni-nabavnik-koordinator-mz-755199-755199/,"Smo zunanja kadrovska služba za številna podjetja. V letu 1988, ko se je ustanovilo podjetje Biro OGIS, so bili prvi poslovni prostori v majhni pisarni z ločenim skladiščem v drugem kraju. Danes je podjetje vodilno slovensko in vzhodno evropsko po...",18.2.2021,Savinjska,optius.com
6298,VOZNIK V MEDNARODNEM CESTNEM PROMETU - M/Ž,13. 03. 2021,LJUTOMER,"FILIPIČ SREČKO TRANSPORT MEDNARODNI PREVOZI, POSREDOVANJE IN TRGOVINA D.O.O.",https://www.iskanjedela.si/search-jobs?jobId=2653051&RECENCY=3DAYSAGO&STATE=Pomurska,vožnja tovornega vozila v mednarodnem cestnem prometu po Evropi ,11.02.2021,Pomurska,iskanjedela.si
6299,VIŠJI FINANČNO RAČUNOVODSKI REFERENT (M/Ž),/,Žiri,Alpina d.o.o.,https://www.zaposlitev.info/delo/visji-financno-racunovodski-referent-m-z-2/,"        Za razpisano delovno mesto iščemo kandidata, ki izpolnjuje naslednje pogoje: 	Višja ali visoka izobrazba ekonomske smeri, 	vsaj 2 leti primerljivih delovnih izkušenj, prednost imajo kandidati s poznavanjem področja proizvodnje in trgovine,",16.2.2021,Gorenjska,zaposlitev.info
6300,DELAVEC NA ŽAGI - M/Ž,05. 03. 2021,KRANJ,"PROIZVODNJA, TRGOVINA IN STORITVE, DRAGO LONČAR S.P.",https://www.iskanjedela.si/search-jobs?jobId=2656537&RECENCY=TODAY&STATE=Gorenjska,"SORTIRANJE, SKOBLJANJE, ZLAGANJE LESA ",19.02.2021,Gorenjska,iskanjedela.si
6301,Slaščičar (m/ž),20.03.2021,Maribor,"D8, proizvodnja živil, trgovina in izobraževanje, d.o.o.",https://www.deloglasnik.si/Zaposlitev/280066/Slascicar-mz/,"  - priprava surovin - delo s stroji - izdelava piškotov - sestavljanje in pakiranje piškotov - etiketiranje in skladiščenje gotovih izdelkov - veselje do dela, ročne spretnosti in hitrost  Število delovnih mest: 2",18.02.2021,Podravska,deloglasnik.si
6302,Prodajalec (m/ž) na oddelku pijač - Zagorje,/,Zagorje,Spar Slovenija d.o.o.,https://www.mojedelo.com/prodajalec-mz-na-oddelku-pijac-zagorje/d-516409,"Vaše naloge bodo: pomoč kupcem pri izbiri blaga, polnjenje polic na oddelku pijače, delo na oddelku pijače, delo na blagajni, skrb za urejenost trgovine.",15.2.2021,Zasavska,mojedelo.com
6303,DELAVEC V STREŽBI - NATAKAR - M/Ž,10. 02. 2021,MARIBOR,"KARAMBA, družba za gostinstvo, trgovino, proizvodnjo in storitve, d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2651458&RECENCY=3DAYSAGO&STATE=Podravska,DELOV STREŽBI V GOSTILNI S HRANO ,04.02.2021,Podravska,iskanjedela.si
6304,ADMINISTRATOR - M/Ž,20. 02. 2021,MARIBOR,"GANADOR, montaža, storitve in svetovanje, d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2646858&STATE=Podravska,POSLOVNA KORESPONDENCA Z NEMŠKIMI NAROČNIKI TER ADMINISTRATIVNA DELA ,21.01.2021,Podravska,iskanjedela.si
6305,SVETOVALKA/SVETOVALEC ZA DELO Z ŽRTVAMI NASILJA - M/Ž,03. 02. 2021,LJUBLJANA,"Zavod EMMA, Center za pomoč žrtvam nasilja",https://www.iskanjedela.si/search-jobs?jobId=2648022&STATE=Posavska,"PSIHOSOCIALNO DELO Z ŽRTVAMI NASILJA, TELEFONSKO, INDIVIDUALNO, SKUPINSKO. DELO NA OSTALIH PROJEKTIH ZAVODA, AKTIVNO SODELOVANJE PRI IZVEDBI AKCIJ OZAVEŠČANJA JAVNOSTI O NASILJU, DELO NA EVALVACIJI DELA, PISANJE PROJEKTOV. DELO JE DINAMIČNO, POTEK...",26.01.2021,Posavska,iskanjedela.si
6306,Mizar (m/ž),/,ZAGRADEC,LESAR D.O.O.,https://www.mojedelo.com/mizar-mz/d-513900,"Delo bo obsegalo delo v mizarski delavnici in na lesnoobdelovalnih strojih, sestavljanje pohištva ter montažo pohištva pri strankah (Slovenija). Pričakujemo vsaj 2 leti delovnih izkušenj na podobnem delovnem mestu.",16.2.2021,Osrednjeslovenska,mojedelo.com
6307,BOLNIČAR NEGOVALEC I - M/Ž,18. 02. 2021,DOMŽALE,DOM POČITKA MENGEŠ,https://www.iskanjedela.si/search-jobs?jobId=2642060&RECENCY=3DAYSAGO&STATE=Osrednjeslovenska,"POMOČ PRI ZDRAVSTVENI NEGI IN OSKRBI STAROSTNIKA, TRANSFER ZDRAVSTVENEGA MATERIALA IN STANOVALCEV, OSKRBA UMRLEGA, SKRB ZA OSEBNO HIGIENO IN UREJENOST, OBLAČENJE IN SLAČENJE, SKRB ZA ROKOVANJE DOMSKEGA PERILA, NADZOR NAD TELESNO TEMPERATURO, SODEL...",10.02.2021,Osrednjeslovenska,iskanjedela.si
6308,GRADBENI DELAVEC - M/Ž,25. 02. 2021,KAMNIK,"VGVrankar, gradbeništvo, inženiring in komunala, d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2648003&STATE=Osrednjeslovenska,"POMOŽNA ZIDARSKA IN DRUGA GRADBENA DELA PRI NIZKI IN VISOKI GRADNJI, POLAGANJE ROBNIKOV IN DRUGIH BETONSKIH IZDELKOV, GRADNJA BETONSKIH ŠKARP, UREJANJE OKOLICE, KOPANJE ZEMLJE VSEH KATEGORIJ, POLAGANJE KANALIZACIJE, IZKOPI ZA STANOVANJSKE HIŠE, MO...",26.01.2021,Osrednjeslovenska,iskanjedela.si
6309,Mizar (m/ž) na Gorenjskem,17.3.2021,Bled,Trenkwalder kadrovske storitve d.o.o.,https://www.optius.com/iskalci/prosta-delovna-mesta/mizar-mz-na-gorenjskem-755087-755087/,"Imate spretne roke, občutek za natančnost in gojite strast do obdelave lesa? Potem je ta karierna priložnost prava za vas! Priznano podjetje z dolgoletno tradicijo išče okrepitve in vas vabi, da s svojim znanjem in izkušnjami obogatite njihov kole...",16.2.2021,Gorenjska,optius.com
6310,ADMINISTRATOR - M/Ž,28. 01. 2021,LJUBLJANA,"SERENUS d.o.o.; SERENUS d.o.o., PE Ljubljana",https://www.iskanjedela.si/search-jobs?jobId=2647628&STATE=Osrednjeslovenska,DELO NA RECEPCIJI IN ADMINISTRACIJA ,25.01.2021,Osrednjeslovenska,iskanjedela.si
6311,VOZNIK - M/Ž,23. 02. 2021,MARIBOR,"Surovina, družba za predelavo odpadkov d.o.o.",https://www.iskanjedela.si/search-jobs?jobId=2655970&RECENCY=TODAY&STATE=Podravska,"VOZI VSA TOVORNA VOZILA IN DELOVNE STROJE, UPRAVLJA Z VELIKIMI STABILNIMI STROJI V SKLADU Z NJIHOVIM NAMENOM, DELA Z VSEMI NAPRAVAMI, KI SO NA VOZILIH ALI STROJIH TER Z ENAKIMI IN PODOBNIMI STABILNIMI NAPRAVAMI, SKRBI ZA PRAVILNO RAZKLADANJE IN NA...",18.02.2021,Podravska,iskanjedela.si
6312,Nastavljalec strojev za brizganje plastike (m/ž),20.2.2021,Postojna,Workforce d.o.o.,https://www.optius.com/iskalci/prosta-delovna-mesta/nastavljalec-strojev-za-brizganje-plastike-mz-752204-752204/,"Za uveljavljeno mednarodno podjetje, ki se ukvarja z razvojem in proizvodnjo izdelkov, iščemo Nastavljalca strojev za brizganje plastike (m/ž). Če iščete zaposlitev v podjetju, kjer se pri delu uporabljajo le najboljši materiali, oddajte svojo pri...",21.1.2021,Primorsko-notranjska,optius.com
